layer,head,top_q_layer,top_k_layer,k_embed_contrib,total_score
5,10,2,4,0.0006466990918852389,21.045285797119142
5,11,2,2,0.0009099675808101892,0.04864496774971485
5,12,5,1,0.0012104947352781891,0.11695576310157776
5,13,5,1,0.0012773018563166261,0.07657265644520521
6,0,6,1,0.004293006984516979,6.340486395359039
6,1,4,1,0.0012556613422930241,-0.005484262481331825
6,2,6,6,-0.0009028632892295718,2.2114056214690208
6,3,6,5,0.0016371465637348593,0.04769910089671612
6,4,6,4,4.556197091005742e-05,5.20653306543827
6,5,6,1,0.004409557254984975,1.3023366928100586
6,6,5,1,0.0014971711090765894,0.7878315359354019
6,7,6,4,0.0020992397796362637,0.5104506254196167
6,8,1,6,-0.0012515355716459452,0.15309896916151047
6,9,6,3,0.00018722438253462314,6.730525887012481
6,10,4,1,-0.0026542805600911377,0.496003745496273
6,11,6,4,0.0028046524617820977,4.595558154582977
6,12,1,3,-0.00114363229367882,0.07543624863028527
6,13,6,6,0.003064332134090364,0.8085508644580841
7,0,7,4,-0.002059150720015168,21.793063926696778
7,1,7,4,-0.0027435488533228635,12.515865457057952
7,2,2,4,-0.0037271023262292146,33.13931465148926
7,3,5,4,0.00035170577466487886,12.61878423690796
7,4,2,4,-0.002370434592012316,8.054870438575744
7,5,1,6,0.003142109327018261,0.4350596994161606
7,6,7,4,-0.006171733280643821,10.60864531993866
7,7,1,1,-0.00012194213923066854,1.22547390460968
7,8,1,1,-0.0016078801010735333,0.9530165255069732
7,9,1,7,-0.0013506091199815273,0.10108302682638168
7,10,6,7,0.0011993510415777564,0.38043731451034546
7,11,1,1,-0.0012450248235836626,3.238086128234863
7,12,1,1,0.00168014484224841,5.652109372615814
7,13,6,1,-0.0026997130713425576,0.8307943850755691
8,0,7,3,-0.0033392401644960048,0.5428190201520919
8,1,2,2,-0.0008772659348323941,0.5524736553430557
8,2,3,8,-0.001536733005195856,0.3066114723682404
8,3,8,1,-0.0200971033424139,2.598414945602417
8,4,5,2,-0.0029694628436118366,0.1747954249382019
8,5,4,2,0.001956575340591371,0.43719252943992615
8,6,4,4,-0.0002936685690656304,20.96538143157959
8,7,2,4,0.00011240674648433923,14.068605518341064
8,8,2,1,0.0007241399260237813,0.9468210816383362
8,9,6,4,-0.0009224995505064726,3.441628634929657
8,10,8,6,0.0001756329322233796,0.4228392720222473
8,11,2,4,9.487663046456874e-05,23.14401626586914
8,12,5,4,0.0021299278363585473,11.437454307079316
8,13,8,1,-0.0004500117851421237,0.852039384841919
9,0,5,4,0.001376993115991354,7.752829259634018
9,1,2,4,0.0024620079901069404,12.96129755973816
9,2,6,4,0.0011558214901015162,14.432525467872619
9,3,4,4,-0.00031402738532051446,21.93670063018799
9,4,4,4,0.0013946396415121854,18.090076637268066
9,5,1,8,-0.002234068838879466,0.5047162413597107
9,6,5,4,0.0023062885098624974,13.958276748657227
9,7,9,4,0.000530480477027595,22.6130672454834
9,8,9,4,0.002687220275402069,19.344502007961275
9,9,9,4,0.0027290658093988896,16.892160618305205
9,10,9,4,0.002516398427542299,9.613674998283386
9,11,1,4,-0.0024936510715633632,6.184770941734314
9,12,8,9,0.00012942551402375102,0.9843825280666352
9,13,1,9,-0.0009737081476487219,0.471221786737442
10,0,9,1,0.0002535867039114237,0.41022602319717405
10,1,2,1,0.0007896710652858019,2.148126184940338
10,2,2,2,-0.0015221975510939956,0.45874616503715515
10,3,1,4,0.0010394046897999943,4.204647868871689
10,4,9,8,0.00041684284806251524,0.2284264326095581
10,5,10,4,-3.674875479191542e-05,3.2219247817993164
10,6,2,2,-0.002620768127962947,0.3984472543001175
10,7,1,4,0.001826930115930736,5.524348032474518
10,8,1,2,-0.002623034408316016,0.1762182131409645
10,9,9,1,0.00063898361986503,0.38154466450214386
10,10,9,1,0.0019868770614266396,0.3835076570510864
10,11,1,6,-0.0014202159829437733,0.48058936595916746
10,12,7,1,-0.001273748418316245,3.496873164176941
10,13,6,4,0.0012175090610980987,6.656095725297928
11,0,2,11,0.00279233877081424,1.0494699716567992
11,1,11,4,0.00400023371912539,16.50969009399414
11,2,3,4,0.0056628935970366,4.497140407562256
11,3,9,4,-0.00028729324694722893,1.412548403441906
11,4,9,1,-0.0002387376967817545,0.48833940625190736
11,5,5,4,-0.0001617707428522408,2.92999786734581
11,6,11,4,0.00010152107570320368,6.770607948303223
11,7,1,9,-2.938928082585335e-06,0.5078838557004929
11,8,10,9,-0.00044094366021454336,0.466583913564682
11,9,1,9,0.0015239118365570903,1.8485746264457703
11,10,2,9,-0.0006915666977874935,2.0849630773067473
11,11,9,4,-0.0009137084474787116,1.7690073728561402
11,12,9,4,0.001988139213062823,7.267702293395996
11,13,11,4,0.0001672281534411013,15.162087154388427
12,0,2,4,-0.00030966957565397023,33.86290092468262
12,1,12,4,-0.0017243593116290866,1.274346324801445
12,2,1,2,-0.0022372771752998235,0.3507267028093338
12,3,12,1,-0.0004668761044740677,2.069302889704704
12,4,11,2,0.0008746624458581209,0.21461423635482788
12,5,4,4,-0.002656724862754345,1.9254131689667702
12,6,2,2,0.0004481011535972357,0.3714226484298706
12,7,10,6,-0.0006302720168605447,0.46769181787967684
12,8,2,1,-0.0010148035478778183,0.4966622292995453
12,9,1,10,-0.0011982709867879749,0.38408162593841555
12,10,3,9,-0.00018425094895064832,0.2895971298217773
12,11,1,1,-0.002849815506488085,2.48980827331543
12,12,2,4,0.0015251392964273692,4.0983835607767105
12,13,5,7,-0.0007328373612836003,0.728888887166977
13,0,12,1,0.0016390479169785977,2.1785656929016115
13,1,1,13,0.0011605116771534086,0.28191693425178527
13,2,1,1,-0.0043983200448565185,1.5251029968261718
13,3,2,4,0.001183322980068624,18.115235900878908
13,4,8,4,0.0005787541624158621,17.371901988983154
13,5,9,4,-0.0018604041542857885,10.842940139770509
13,6,6,7,0.0005044853547587991,0.656365180015564
13,7,9,4,0.0008420528611168265,3.3657803297042848
13,8,13,4,-0.002307695033960044,18.879092025756837
13,9,11,4,0.0007482813904061914,23.954303359985353
13,10,9,3,0.0005365391611121595,2.799954670667648
13,11,11,4,4.09986125305295e-05,18.9525354385376
13,12,9,4,-0.0010165917687118054,33.40204429626465
13,13,2,13,-0.0005252913804724812,3.374372494220734
14,0,1,1,0.0006318787578493357,0.5296575605869294
14,1,2,4,-0.001954898308031261,23.412586212158203
14,2,1,2,0.002231178677175194,0.7473150610923767
14,3,14,4,0.0009087976301088929,5.026001346111298
14,4,12,2,0.0004827062599360943,0.4575350761413574
14,5,12,1,-0.0010973308002576233,0.5234756350517273
14,6,12,2,0.0017629696056246757,0.5069442689418793
14,7,13,3,0.0024249239824712275,0.2952177196741104
14,8,12,2,0.0005441532703116536,0.44732687473297117
14,9,6,4,-0.0016145477071404456,1.7129768669605254
14,10,9,4,-0.000533783424180001,14.607076358795165
14,11,10,1,-0.0003690070006996393,0.27245396226644514
14,12,7,1,-0.00010302442824468016,0.8312153279781341
14,13,2,4,-0.0006341625936329365,3.9093459248542786
15,0,12,5,-0.0007184659829363227,0.2815163776278496
15,1,15,4,-0.0012319733388721943,6.115853810310364
15,2,11,4,-0.0005394050560425967,5.7328979015350345
15,3,15,2,-0.001238579419441521,0.3319890022277832
15,4,15,15,0.00048030625330284236,0.6937547132372857
15,5,1,4,-0.0009154496947303414,5.21364312171936
15,6,6,4,-0.0008275412721559406,7.507300496101379
15,7,15,4,0.0003770413110032678,8.563728511333466
15,8,15,4,0.0007394034881144762,11.893384861946107
15,9,15,4,-0.0011080063413828611,3.8483622074127197
15,10,15,3,-0.0005784771987237036,11.264775800704957
15,11,15,4,0.00038136239163577557,4.907952833175659
15,12,15,4,-0.0028849855065345765,19.929246807098387
15,13,15,4,-0.0002953988267108798,13.804199135303497
16,0,12,4,-0.001729805627837777,42.845706176757815
16,1,13,4,-1.2181955389678478e-05,6.407581800222397
16,2,12,4,-0.0035625575110316277,27.22944755554199
16,3,9,4,-0.0018711661687120795,22.592452239990234
16,4,16,4,-0.00408287609461695,36.18249740600586
16,5,7,4,0.0006018994841724634,29.180091857910156
16,6,11,4,-3.419575514271855e-05,50.67795829772949
16,7,12,4,8.339392952620983e-05,4.915043079853058
16,8,12,4,0.00026728843804448845,16.072258853912352
16,9,13,4,0.002677278779447079,5.062030148506165
16,10,16,16,1.3035547453910112e-05,0.8192606508731842
16,11,13,4,-0.0011553473421372473,7.151860082149506
16,12,6,4,-0.0013584922067821025,9.285440444946289
16,13,12,4,0.0002749433973804116,4.712182924151421
17,0,2,4,0.0035710889846086503,17.18344898223877
17,1,17,17,-0.000886231753975153,0.5908052921295166
17,2,16,17,0.0010613840539008379,0.4161683917045593
17,3,16,7,0.0006793728098273277,0.14866271167993544
17,4,17,17,0.003915908034832683,0.6737975299358367
17,5,2,4,-0.00246724640019238,18.5059832572937
17,6,13,3,0.0002814165782183409,1.8929195046424865
17,7,15,4,0.0007696313899941742,9.772505915164947
17,8,9,4,-0.0027868512785062193,15.535725021362305
17,9,9,2,-0.002979776868596673,0.4772454917430878
17,10,17,4,-0.00027020794805139304,1.5761376678943635
17,11,17,17,-0.00045354326721280813,0.9145561933517456
17,12,5,4,0.0013407917460426689,6.245057272911072
17,13,1,4,-8.282072376459837e-05,12.921548080444335
18,0,15,4,0.0013187709497287869,3.136650836467743
18,1,15,4,-0.00037326393648982046,18.777412402629853
18,2,18,15,-0.0012013491243124009,0.7304033041000366
18,3,18,4,0.003190445015206933,7.177126848697663
18,4,17,4,-0.002985787205398083,3.799977970123291
18,5,15,4,0.0010291603161022068,15.743661618232727
18,6,17,4,0.0002962628612294793,5.5442599058151245
18,7,18,4,0.0035646535456180573,4.5820805311203
18,8,18,17,0.0016054347972385586,0.6627708315849304
18,9,18,4,0.00268635437823832,46.144160461425784
18,10,16,18,0.0022577875410206617,4.56595242023468
18,11,15,4,0.0016967357601970433,22.68407039642334
18,12,16,18,-0.000862084305845201,3.534704178571701
18,13,6,4,0.0007333315210416913,20.683542919158935
19,0,12,4,0.0009133161045610904,21.12833423614502
19,1,16,4,0.0011688952334225177,22.97730941772461
19,2,17,4,-0.0020865981001406907,16.903729486465455
19,3,17,4,0.0042683398351073265,31.725304794311523
19,4,18,4,0.00279847860801965,8.587371468544006
19,5,17,4,-0.0015313913114368915,20.797713661193846
19,6,15,4,-0.0005214475560933352,2.8762702345848083
19,7,19,4,-0.0012579935602843762,18.82248463630676
19,8,2,4,-0.0006786977872252464,21.38753547668457
19,9,18,15,0.0013200510293245316,1.1904267430305482
19,10,19,4,-0.0038893575314432383,34.42345294952393
19,11,19,4,0.001189199893269688,15.644309616088867
19,12,17,4,0.0035431948490440845,24.22183303833008
19,13,17,4,-0.0008265128824859857,23.940802764892577
20,0,17,18,0.0017048713751137256,4.8619389712810515
20,1,19,4,0.0008780821226537228,10.64728240966797
20,2,17,3,0.0007359259179793298,13.557163548469543
20,3,20,17,-0.0049698591697961095,1.6928194403648376
20,4,11,3,-0.0052040389506146315,16.384659004211425
20,5,8,4,5.860235542058945e-05,5.3828754186630245
20,6,20,3,0.0007286556297913194,3.4084708213806154
20,7,19,4,0.00022447758819907904,6.233937406539917
20,8,20,20,-0.0005367709440179169,3.075774836540222
20,9,20,17,-0.002431973349303007,1.7110166788101195
20,10,15,4,8.691189577803016e-05,5.334524536132813
20,11,20,4,0.002922609238885343,17.997752809524535
20,12,17,19,-0.003434021631255746,1.7741659164428711
20,13,17,4,-0.0019005057867616415,6.49240790605545
21,0,14,20,-2.4628709070384502e-05,3.1425116062164307
21,1,21,17,-0.006152360606938601,2.141369271278381
21,2,17,4,-0.004489214112982154,10.474552476406098
21,3,21,21,0.0005854060407727956,5.526843643188476
21,4,21,4,-0.0027862325194291772,9.46508195400238
21,5,18,4,-0.0022311166627332567,9.20256325006485
21,6,17,20,-0.003555588982999325,3.2907949447631837
21,7,21,21,-0.03382692784070969,3.5712209701538087
21,8,16,20,-0.0028938919538632037,6.3629597425460815
21,9,21,21,0.0014388693030923604,2.9607635021209715
21,10,21,4,0.00015692496672272682,9.043948245048522
21,11,21,20,-0.0038245112635195257,4.886037731170655
21,12,21,21,-0.002442749124020338,3.047796106338501
21,13,21,21,-0.002750109927728772,5.168300533294678
22,0,22,4,-0.0012156974524259567,2.995512342453003
22,1,21,20,0.0008540983311831951,1.5997179627418519
22,2,21,20,0.00022976885084062814,1.9569536685943603
22,3,21,20,0.0024794227909296753,2.7207091569900514
22,4,20,20,-0.008365391008555888,1.4473351955413818
22,5,20,20,0.0016283181495964528,1.1257309317588806
22,6,21,20,-0.0006813973188400269,1.4026361227035522
22,7,4,16,0.00745755541138351,-0.5336013436317444
22,8,22,20,-0.0006319212727248669,0.835022234916687
22,9,21,21,0.0117882888764143,0.03711956739425659
22,10,10,20,0.007148502673953771,0.30336119532585143
22,11,21,20,0.001628921483643353,0.8707655519247055
22,12,20,16,0.008725736988708377,0.7710824728012085
22,13,13,8,0.0006667204201221466,-0.14881255924701692
23,0,21,21,0.012729008286260068,3.640838146209717
23,1,23,22,-0.005207355692982673,16.03978042602539
23,2,21,23,0.004703150968998671,9.186513233184815
23,3,21,23,-0.003774229809641838,3.491901528835297
23,4,22,4,-0.016981696337461473,12.465203475952148
23,5,22,23,0.0035022645257413386,3.9106579184532166
23,6,22,22,0.013038442470133305,7.034188842773437
23,7,21,22,0.0041493525262922045,3.036912941932678
23,8,21,22,0.0008549750782549381,3.228862977027893
23,9,20,22,0.004818471940234303,3.2464056491851805
23,10,21,20,0.0008244211785495281,2.0945856660604476
23,11,21,22,0.005008873576298356,2.6797747135162355
23,12,23,4,0.013739478774368763,5.281404161453247
23,13,21,23,0.003574381768703461,2.572044515609741
